patentNumber,title,USPC #,company,companyState,patentIssueDate,applicationFilingDate
10171906,['Configurable microphone array and method for configuring a microphone array'],381,Sennheiser electronic GmbH & Co. KG,,2019-01-01,2017-11-01
10170341,['Release Film as Isolation Film in Package'],438,"Taiwan Semiconductor Manufacturing Company, Ltd.",,2019-01-01,2017-11-01
10167962,['ELECTROMAGNETIC VALVE'],137,CKD CORPORATION,,2019-01-01,2017-11-01
10169012,['COMPILER OPTIMIZATIONS FOR VECTOR OPERATIONS THAT ARE REFORMATTING-RESISTANT'],717,International Business Machines Corporation,NY,2019-01-01,2017-11-01
D836997,['COOLER'],D07,"RTIC IP, LLC",TX,2019-01-01,2017-11-01
D836998,['COOLER'],D07,"RTIC IP, LLC",TX,2019-01-01,2017-11-01
10168487,['Fiber Optic Guide Pin Changer and Field Tool with Adapter'],385,"US Conec, Ltd",NC,2019-01-01,2017-11-02
10171013,['SERVOMOTOR CONTROL DEVICE'],318,FANUC CORPORATION,,2019-01-01,2017-11-02
10170873,['ILLUMINATED LATCH RELEASE FOR CABLE'],439,International Business Machines Corporation,NY,2019-01-01,2017-11-02
10167949,['CONTROL DEVICE OF VEHICLE POWER TRANSMISSION DEVICE'],701,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2017-11-02
10170368,['FABRICATING FIN-BASED SPLIT-GATE HIGH-DRAIN-VOLTAGE TRANSISTOR BY WORK FUNCTION TUNING'],438,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-02
10169177,['NON-DESTRUCTIVE ONLINE TESTING FOR SAFETY CRITICAL APPLICATIONS'],326,"Xilinx, Inc.",CA,2019-01-01,2017-11-02
10168908,['METHOD AND SYSTEM FOR CASCADED FLASHCOPY ZONING AND ALGORITHM AND/OR COMPUTER PROGRAM CODE AND METHOD IMPLEMENTING THE SAME'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-03
10171972,"['System, Method and Apparatus for Enabling a Shared Infrastructure']",709,"Senseware, Inc.",VA,2019-01-01,2017-11-03
10167108,['ADJUSTABLE ATTACHMENT CLIP FOR A SHIPPING CRATE'],220,Great Northern Corporation,WI,2019-01-01,2017-11-03
10167488,['HETEROLOGOUS PATHWAY TO PRODUCE TERPENES'],435,The Regents of the University of California,CA,2019-01-01,2017-11-03
D837371,['Permanent Make-up Drawing & Mixing Pen'],D24,N/A,N/A,2019-01-01,2017-11-03
D837372,['Permanent Make-up Pigment Detector Pen'],D24,N/A,N/A,2019-01-01,2017-11-03
10168636,['IMAGE FORMING APPARATUS'],399,"FUJI XEROX CO., LTD.",,2019-01-01,2017-11-06
10166935,['TRIM ARTICLE WITH REFLECTANCE REDUCING FEATURES'],359,"Ford Global Technologies, LLC",MI,2019-01-01,2017-11-06
10168592,['DISPLAY PANEL'],257,"Samsung Display Co., Ltd.",,2019-01-01,2017-11-06
10170927,"['APPARATUS FOR MANAGING THE ENERGY SUPPLIED TO A LOW-VOLTAGE SYSTEM OF A MOTOR VEHICLE THAT COMPRISES AN ENERGY-RECOVERY STAGE, AND CORRESPONDING METHOD']",322,Magneti Marelli S.p.A.,,2019-01-01,2017-11-06
10166391,['RESPONSIVE NEUROSTIMULATION FOR THE TREATMENT OF CHRONIC CARDIAC DYSFUNCTION'],607,"CYBERONICS, INC.",TX,2019-01-01,2017-11-06
D836906,['LOCK RING'],D03,RK Family Trust & CNG Solid Trust,,2019-01-01,2017-11-06
10166783,['INK JET RECORDING APPARATUS'],347,"Konica Minolta, Inc.",,2019-01-01,2017-11-07
10171014,['SYSTEM AND METHOD FOR ELECTRIC MOTOR FIELD WEAKENING WITH VARIABLE MAGNET SKEW'],318,GM GLOBAL TECHNOLOGY OPERATIONS LLC,MI,2019-01-01,2017-11-07
10170845,['PLUG CONNECTOR'],439,"LOTES CO., LTD",,2019-01-01,2017-11-07
10171482,['PRE-PROCESSING BEFORE PRECISE PATTERN MATCHING'],707,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-07
10171896,['ELECTRONIC DEVICE WITH SIDE SPEAKER HOLE'],381,"SAMSUNG ELECTRONICS CO., LTD.",,2019-01-01,2017-11-07
10169157,['EFFICIENT STATE TRACKING FOR CLUSTERS'],709,International Business Machines Corporation,NY,2019-01-01,2017-11-07
10167158,['SLITTER DEVICE'],242,TSUDAKOMA KOGYO KABUSHIKI KAISHA,,2019-01-01,2017-11-07
10170298,['HIGH TEMPERATURE SILICON OXIDE ATOMIC LAYER DEPOSITION TECHNOLOGY'],438,"Applied Materials, Inc.",CA,2019-01-01,2017-11-07
10169712,"['DISTRIBUTED, PREDICTIVE, DICHOTOMOUS DECISION ENGINE FOR AN ELECTRONIC PERSONAL ASSISTANT']",345,Telepathy IP Holdings,,2019-01-01,2017-11-07
10167840,['APPARATUS AND METHOD FOR CONTROLLING IGNITION TIMING OF ENGINE'],123,Hyundai Motor Company,,2019-01-01,2017-11-07
10170369,['SEMICONDUCTOR DEVICE AND FABRICATION METHOD THEREOF'],257,UNITED MICROELECTRONICS CORP.,,2019-01-01,2017-11-07
10170424,['COBALT FIRST LAYER ADVANCED METALLIZATION FOR INTERCONNECTS'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-07
10165848,['SLIP BELT CARRYING APPARATUS'],224,FORESHORE TRAM & MOORAGE LTD.,,2019-01-01,2017-11-07
D837063,['AUTOMOBILE SHAPED WATER BOTTLE'],D09,N/A,N/A,2019-01-01,2017-11-07
D837159,['Connector'],D13,LEONI KABEL GMBH,,2019-01-01,2017-11-07
10169247,['DIRECT MEMORY ACCESS BETWEEN AN ACCELERATOR AND A PROCESSOR USING A COHERENCY ADAPTER'],710,International Business Machines Corporation,NY,2019-01-01,2017-11-08
10168276,['Identifying Targeted Gaseous Chemical Compound'],356,"Itron, Inc.",WA,2019-01-01,2017-11-08
10171104,['ENCODING VARIABLE LENGTH INTEGERS FOR GRAPH COMPRESSION'],341,International Business Machines Corporation,NY,2019-01-01,2017-11-08
D836923,['Hanger'],D06,"SHENZHEN YIKE TECHNOLOGY CO., LIMITED",,2019-01-01,2017-11-08
D837002,['CUP HOLDER'],D07,"YETI Coolers, LLC",TX,2019-01-01,2017-11-08
10170653,['Tunneling Barrier Infrared Detector Devices'],257,L3 CINCINNATI ELECTRONICS CORPORATION,OH,2019-01-01,2017-11-09
10172246,['UNIVERSAL MOUNT FOR A MOBILE HAND-HOLDABLE ELECTRONIC DEVICE'],248,PADCASTER LLC,NY,2019-01-01,2017-11-09
10168664,['PROCESS CARTRIDGE INCLUDING PROTRUSION TO RECEIVE A FORCE FOR MOVING A DEVELOPER ROLLER'],399,CANON KABUSHIKI KAISHA,,2019-01-01,2017-11-09
10169031,['PROGRAM CODE LIBRARY SEARCHING AND SELECTION IN A NETWORKED COMPUTING ENVIRONMENT'],717,International Business Machines Corporation,NY,2019-01-01,2017-11-09
10166096,['FOLDABLE ACCOMMODATING INTRAOCULAR LENS'],623,"ForSight Vision6, Inc.",CA,2019-01-01,2017-11-09
10171282,['DYNAMIC OPTIMIZATION OF AMPLITUDE WEIGHTS'],375,Sprint Communications Company L.P.,KS,2019-01-01,2017-11-09
10170139,['MAGNETIC RECORDING HEAD HAVING PROTECTED READER SENSORS AND NEAR ZERO RECESSED WRITE POLES'],360,International Business Machines Corporation,NY,2019-01-01,2017-11-09
D836911,['STORAGE BIN'],D03,"Mimish, Inc.",NY,2019-01-01,2017-11-09
10167153,['MEDIA INFEED METAL DETECTION'],271,NCR Corporation,GA,2019-01-01,2017-11-10
10170499,['FinFET DEVICE WITH ABRUPT JUNCTIONS'],438,International Business Machines Corporation,NY,2019-01-01,2017-11-10
10170533,"['DISPLAY DEVICE, METHOD FOR DRIVING THE SAME, AND ELECTRONIC APPARATUS']",345,Sony Corporation,,2019-01-01,2017-11-10
10171565,['APPLICATION MONITORING FOR CLOUD-BASED ARCHITECTURES'],709,"BMC Software, Inc.",TX,2019-01-01,2017-11-10
10171510,['SYSTEM AND METHOD FOR MONITORING AND GRADING A CYBERSECURITY FRAMEWORK'],726,"CyberSaint, Inc.",MA,2019-01-01,2017-11-10
10169605,['IMPLEMENTING BLOCK DEVICE EXTENT GRANULARITY AUTHORIZATION MODEL PROCESSING IN CAPI ADAPTERS'],726,International Business Machines Corporation,NY,2019-01-01,2017-11-10
D836987,['DRINKING VESSEL'],D07,JJ Products & Design LLC,WI,2019-01-01,2017-11-10
10168480,['Method of splicing optical fibers and apparatus thereof'],385,N/A,N/A,2019-01-01,2017-11-13
10167067,['VESSEL PROPULSION APPARATUS AND VESSEL INCLUDING THE SAME'],440,YAMAHA HATSUDOKI KABUSHIKI KAISHA,,2019-01-01,2017-11-13
10171349,['PACKET FORWARDING FOR QUALITY OF SERVICE DELIVERY'],370,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-13
10169531,['ALGEBRAIC PHASING OF POLYPLOIDS'],708,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-13
10166794,['PRINTING APPARATUS'],347,BROTHER KOGYO KABUSHIKI KAISHA,,2019-01-01,2017-11-13
10171827,['IMAGE CODING METHOD AND IMAGE DECODING METHOD'],375,Sun Patent Trust,NY,2019-01-01,2017-11-13
10169984,['METHOD FOR TRANSMITTING DATA IN WIRELESS SYSTEM'],340,"GRAND MATE CO., LTD.",,2019-01-01,2017-11-13
10169369,['MEETING STORAGE REQUIREMENTS WITH LIMITED STORAGE RESOURCES'],707,International Business Machines Corporation,NY,2019-01-01,2017-11-13
10171190,['DEVICE AND METHOD FOR TESTING MIMO SCHEME SYSTEM'],370,ANRITSU CORPORATION,,2019-01-01,2017-11-13
10171087,['LARGE FAN-IN RQL GATES'],326,N/A,N/A,2019-01-01,2017-11-13
10170326,['WAFER ELEMENT WITH AN ADJUSTED PRINT RESOLUTION ASSIST FEATURE'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-13
10170522,['HIGH PIXEL DENSITY ARRAY ARCHITECTURE'],257,Ignis Innovation Inc.,,2019-01-01,2017-11-13
10169955,['GAME WORLD SERVER DRIVEN TRIGGERING FOR GAMBLING HYBRID GAMING SYSTEM'],463,"Gamblit Gaming, LLC",CA,2019-01-01,2017-11-13
10170114,['SYSTEMS AND METHODS FOR ADAPTIVE PROPER NAME ENTITY RECOGNITION AND UNDERSTANDING'],704,Promptu Systems Corporation,CA,2019-01-01,2017-11-13
10168960,['REDUCING PAGE INVALIDATION BROADCASTS IN VIRTUAL STORAGE MANAGEMENT'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-14
10170473,['FORMING LONG CHANNEL FinFET WITH SHORT CHANNEL VERTICAL FinFET AND RELATED INTEGRATED CIRCUIT'],257,GLOBALFOUNDRIES INC.,,2019-01-01,2017-11-14
10169526,['INCREMENTAL PARASITIC EXTRACTION FOR COUPLED TIMING AND POWER OPTIMIZATION'],716,International Business Machines Corporation,NY,2019-01-01,2017-11-14
10169222,['APPARATUS AND METHOD FOR EXPANDING THE SCOPE OF SYSTEMS MANAGEMENT APPLICATIONS BY RUNTIME INDEPENDENCE'],717,International Business Machines Corporation,NY,2019-01-01,2017-11-14
10171134,['ELECTRIC DEVICE AND OPERATION METHOD'],315,CANON KABUSHIKI KAISHA,,2019-01-01,2017-11-14
10169699,['COGNITIVE INTERACTIVE ELEVATOR ASSISTANT'],706,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-14
10170788,['VARIABLE LAYER THICKNESS IN CURVED BATTERY CELL'],455,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2017-11-14
10170216,['EDGE INSULATION STRUCTURE FOR ELECTRICAL CABLE'],174,3M INNOVATIVE PROPERTIES COMPANY,MN,2019-01-01,2017-11-14
10169975,['DETECTING LIFE BY MEANS OF CO2 IN AN ENCLOSED VOLUME'],340,"Venturi, Inc.",AL,2019-01-01,2017-11-14
10169510,['DYNAMIC FAULT MODEL GENERATION FOR DIAGNOSTICS SIMULATION AND PATTERN GENERATION'],716,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-15
10169202,['CODE COMPONENT DEBUGGING IN AN APPLICATION PROGRAM'],714,International Business Machines Corporation,NY,2019-01-01,2017-11-15
10170254,['KEY STRUCTURE'],200,Primax Electronics Ltd.,,2019-01-01,2017-11-15
10170576,['STABLE WORK FUNCTION FOR NARROW-PITCH DEVICES'],257,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-15
10169527,['ACCURATE STATISTICAL TIMING FOR BOUNDARY GATES OF HIERARCHICAL TIMING MODELS'],716,International Business Machines Corporation,NY,2019-01-01,2017-11-15
10171632,['CONTROLLING CLIENT ACCESS TO A SERVER APPLICATION'],709,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-16
10170305,['Selective Film Growth for Bottom-Up Gap Filling'],257,"Taiwan Semiconductor Manufacturing Company, Ltd.",,2019-01-01,2017-11-16
10167617,['Modular Toilet System and Components'],004,N/A,N/A,2019-01-01,2017-11-16
10165791,['USE OF RUBUSOSIDE FOR REDUCING OR SUPPRESSING CERTAIN UNPLEASANT TASTE IMPRESSIONS'],424,Symrise AG,,2019-01-01,2017-11-16
10169071,['HYPERVISOR-HOSTED VIRTUAL MACHINE FORENSICS'],718,"MICROSOFT TECHNOLOGY LICENSING, LLC",WA,2019-01-01,2017-11-16
10170322,['Atomic Layer Deposition Based Process for Contact Barrier Layer'],257,"Taiwan Semiconductor Manufacturing Co., Ltd.",,2019-01-01,2017-11-16
10171861,['RECORDING OF MULTIPLE TELEVISION CHANNELS'],725,DISH Technologies L.L.C.,CO,2019-01-01,2017-11-16
10171374,['SOFTWARE DEFINED INFRASTRUCTURES THAT ENCAPSULATE PHYSICAL SERVER RESOURCES INTO LOGICAL RESOURCE POOLS'],709,International Business Machines Corporation,NY,2019-01-01,2017-11-16
10167301,['A PROCESS FOR THE PREPARATION OF BIS(CHLOROMETHYL)DICHLOROSILANE AND BIS(CHLOROMETHYL)(ARYL)CHLOROSILANE'],556,Dow Global Technologies LLC,MI,2019-01-01,2017-11-17
10170447,['ADVANCED CHIP TO WAFER STACKING'],438,International Business Machines Corporation,NY,2019-01-01,2017-11-17
10170388,['SURFACE PASSIVATION HAVING REDUCED INTERFACE DEFECT DENSITY'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-17
10170627,['NANOWIRE TRANSISTOR WITH SOURCE AND DRAIN INDUCED BY ELECTRICAL CONTACTS WITH NEGATIVE SCHOTTKY BARRIER HEIGHT'],257,"Acorn Technologies, Inc.",CA,2019-01-01,2017-11-17
10169570,"['COGNITIVE PASSWORD PATTERN CHECKER TO ENFORCE STRONGER, UNREPEATABLE PASSWORDS']",726,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-17
10170416,['SELECTIVE BLOCKING BOUNDARY PLACEMENT FOR CIRCUIT LOCATIONS REQUIRING ELECTROMIGRATION SHORT-LENGTH'],257,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-17
10172106,['COMMUNICATION METHOD AND DEVICE FOR REDUCING DATA TRANSMISSION INTERRUPTION DURING HANDOVERS'],455,"Huawei Technologies Co., Ltd.",,2019-01-01,2017-11-17
10169123,['DISTRIBUTED DATA REBUILDING'],714,International Business Machines Corporation,NY,2019-01-01,2017-11-17
10165879,['DRINK CONTAINERS'],220,"CameIBak Products, LLC",CA,2019-01-01,2017-11-17
10170721,['ORGANIC LIGHT EMITTING DISPLAY DEVICE HAVING HOLE TRANSPORT LAYERS WITH DIFFERENT THICKNESS'],257,"LG Display Co., Ltd.",,2019-01-01,2017-11-17
D837099,['AUTOMOBILE BODY'],D12,N/A,N/A,2019-01-01,2017-11-17
D837028,['HINGE AND SPLICES'],D08,N/A,N/A,2019-01-01,2017-11-17
10168353,['APPARATUS AND METHODS FOR INVESTIGATING A SAMPLE SURFACE'],850,NANYANG TECHNOLOGICAL UNIVERSITY,,2019-01-01,2017-11-18
10170417,['SEMICONDUCTOR STRUCTURE'],257,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",,2019-01-01,2017-11-19
10172036,"['USER EQUIPMENT, BASE STATION, AND COMMUNICATION METHOD']",370,"NTT DOCOMO, INC.",,2019-01-01,2017-11-20
10170526,['Organic Light Emitting Diode Display Panel and Method for Manufacturing Same'],257,Wuhan China Star Optoelectronics Semiconductor Dis,,2019-01-01,2017-11-20
10171098,['ANALOG-TO-DIGITAL CONVERTER (ADC) WITH IMPROVED POWER DISTURBANCE REDUCTION'],341,SK hynix Inc.,,2019-01-01,2017-11-20
10171396,['INTELLIGENT PREVENTION OF SPAM EMAILS AT SHARE SITES'],709,"Shutterfly, Inc.",CA,2019-01-01,2017-11-20
10168650,['FIXATION DEVICE AND IMAGE FORMING APPARATUS'],399,Oki Data Corporation,,2019-01-01,2017-11-20
10169337,['CONVERTING DATA INTO NATURAL LANGUAGE FORM'],704,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-20
10171383,['METHODS AND SYSTEMS FOR PORTABLY DEPLOYING APPLICATIONS ON ONE OR MORE CLOUD SYSTEMS'],709,Sony Interactive Entertainment America LLC,CA,2019-01-01,2017-11-20
10171291,['Tenant-Specific Log for Events Related to a Cloud-Based Service'],709,International Business Machines Corporation,NY,2019-01-01,2017-11-20
10169843,['TEMPORAL FOVEATED RENDERING USING MOTION ESTIMATION'],345,"ADVANCED MICRO DEVICES, INC.",CA,2019-01-01,2017-11-20
10171052,['Operational Amplifier and Differential Amplifying Circuit Thereof'],330,REALTEK SEMICONDUCTOR CORPORATION,,2019-01-01,2017-11-20
10168635,"['CONDUCTIVE MEMBER, CHARGING DEVICE, TRANSFER DEVICE, PROCESS CARTRIDGE, AND IMAGE FORMING APPARATUS']",399,"FUJI XEROX CO., LTD.",,2019-01-01,2017-11-21
10168936,['MEMORY SYSTEM POWER MANAGEMENT'],714,International Business Machines Corporation,NY,2019-01-01,2017-11-21
10170720,['ORGANIC MONOLAYER PASSIVATION AND SILICON HETEROJUNCTION PHOTOVOLTAIC DEVICES USING THE SAME'],136,International Business Machines Corporation,NY,2019-01-01,2017-11-21
10168227,['SYSTEM AND APPARATUS FOR DETERMINING AMBIENT TEMPERATURES FOR A FLUID ANALYTE SYSTEM'],374,Ascensia Diabetes Care Holdings AG,,2019-01-01,2017-11-21
10170406,['TRACE/VIA HYBRID STRUCTURE AND METHOD OF MANUFACTURE'],174,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-21
10169567,['BEHAVIORAL AUTHENTICATION OF UNIVERSAL SERIAL BUS (USB) DEVICES'],726,Lockheed Martin Corporation,MD,2019-01-01,2017-11-21
10169627,['OPTICAL MARKER FOR DELIVERY DRONE CARGO DELIVERY'],382,International Business Machines Corporation,NY,2019-01-01,2017-11-22
10168422,['OPTICAL DISPLACEMENT SENSOR AND SYSTEM INCLUDING THE SAME'],356,OMRON Corporation,,2019-01-01,2017-11-22
10166632,"['IN-SITU LASER BEAM POSITION AND SPOT SIZE SENSOR AND HIGH SPEED SCANNER CALIBRATION, WAFER DEBONDING METHOD']",438,International Business Machines Corporation,NY,2019-01-01,2017-11-22
10168966,"['INFORMATION PROCESSING APPARATUS, CONTROL METHOD FOR THE INFORMATION PROCESSING APPARATUS, AND STORAGE MEDIUM']",358,CANON KABUSHIKI KAISHA,,2019-01-01,2017-11-22
10171947,['MOBILE APPLICATION AND DEVICE FEATURE REGULATION BASED ON PROFILE DATA'],455,"AT&T INTELLECTUAL PROPERTY I, L.P.",GA,2019-01-01,2017-11-22
10170224,['LOW TEMPERATURE FABRICATION OF LATERAL THIN FILM VARISTOR'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-22
10168793,['EYEGLASSES-TYPE WEARABLE DEVICE AND METHOD USING THE SAME'],345,KABUSHIKI KAISHA TOSHIBA,,2019-01-01,2017-11-22
10166782,['PRINTING APPARATUS AND PRINTING METHOD'],347,CANON KABUSHIKI KAISHA,,2019-01-01,2017-11-22
D836905,['FLASK WITH FUNNEL'],D03,Product Specialties Inc.,,2019-01-01,2017-11-22
D837322,['TWO WHEELED BOARD'],D21,RAZOR USA LLC,CA,2019-01-01,2017-11-22
10168729,['APPARATUS AND SYSTEM FOR TEACHING CALCULATION SKILLS'],434,N/A,N/A,2019-01-01,2017-11-23
10171284,['Reachability-Based Coordination for Cyclic Dataflow'],709,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2017-11-24
10171686,"['Information-Processing System That Accurately Estimates Charging Amount Before Execution of Print Job, and Information Processing Method']",358,Kyocera Document Solutions Inc.,,2019-01-01,2017-11-24
10167817,['COMPRESSED NATURAL GAS INJECTOR'],123,"DONGBANGTECH CO., LTD",,2019-01-01,2017-11-24
10167857,['GAS COMPRESSOR AND SYSTEM AND METHOD FOR GAS COMPRESSING'],417,I-JACK TECHNOLOGIES INCORPORATED,,2019-01-01,2017-11-24
10169658,['COMPUTERIZED VIDEO FILE ANALYSIS TOOL AND METHOD'],386,International Business Machines Corporation,NY,2019-01-01,2017-11-24
10167275,['AZD9291 INTERMEDIATE AND PREPARATION METHOD THEREFOR'],544,"SUZHOU MIRACPHARMA TECHNOLOGY CO., LTD.",,2019-01-01,2017-11-24
10171820,['DIGITAL IMAGE RECOMPRESSION'],382,"Dropbox, Inc.",CA,2019-01-01,2017-11-27
10166384,['SYSTEMS AND METHODS FOR TREATING SHOULDER PAIN RELATED TO SUBACROMIAL IMPINGEMENT SYNDROME'],607,"SPR Therapeutics, Inc.",OH,2019-01-01,2017-11-27
10169764,['SECURE END-TO-END PERMITTING SYSTEM FOR DEVICE OPERATIONS'],726,"Silver Spring Networks, Inc.",CA,2019-01-01,2017-11-27
10165863,['THORACIC REGION COMFORT SEATING SYSTEM'],297,Lear Corporation,MI,2019-01-01,2017-11-27
10170538,['MIS CAPACITOR'],257,KOREA ELECTRONICS TECHNOLOGY INSTITUTE,,2019-01-01,2017-11-27
10166408,['CANCER THERAPY SYSTEM TREATMENT BEAM PROGRESSION AND METHOD OF USE THEREOF'],250,N/A,N/A,2019-01-01,2017-11-27
10169077,"['SYSTEMS, DEVICES, AND METHODS FOR MAINFRAME DATA MANAGEMENT']",719,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,2019-01-01,2017-11-27
10168794,['Motion-Assisted Visual Language for Human Computer Interfaces'],345,FastVDO LLC,FL,2019-01-01,2017-11-27
10170963,"['ARMATURE FOR ELECTROMECHANICAL DEVICE WHICH CONVERTS ELECTRICAL ENERGY AND MECHANICAL ENERGY, AND METHOD FOR MANUFACTURING SAME']",310,"HAYASHI INDUSTRY CO., LTD.",,2019-01-01,2017-11-28
10168431,['GENERATING QUIET ZONE BY NOISE CANCELLATION VIA INJECTION TECHNIQUES'],342,"SPATIAL DIGITAL SYSTEMS, INC.",CA,2019-01-01,2017-11-28
10170681,['LASER ANNEALING OF QUBITS WITH STRUCTURED ILLUMINATION'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-28
10168995,['EXTRACTING ENTROPY FROM MACHINE VIBRATION'],380,International Business Machines Corporation,NY,2019-01-01,2017-11-28
10167415,['REDUCTION IN LARGE PARTICLE COUNTS IN POLISHING SLURRIES'],438,"Fujifilm Planar Solutions, LLC",RI,2019-01-01,2017-11-28
10170443,['DEBONDING CHIPS FROM WAFER'],156,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-28
10170423,['METAL CAP INTEGRATION BY LOCAL ALLOYING'],257,International Business Machines Corporation,NY,2019-01-01,2017-11-28
10170418,['BACKSIDE DEVICE CONTACT'],257,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-28
D837265,['HALF SPIRAL CASING'],D15,ebm-papst Mulfingen GmbH & Co. KG,,2019-01-01,2017-11-28
10167173,"['PRIORITIZING THE DIRECTION OF A DIRECTIONAL PEDESTRIAN MOVER (DPM) IN REAL TIME, BASED ON PREDICTED PEDESTRIAN TRAFFIC FLOW']",198,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-29
10168706,['DETECTING AND RESPONDING TO TAILGATERS'],701,Waymo LLC,CA,2019-01-01,2017-11-29
10170557,['THYRISTOR WITH IMPROVED PLASMA SPREADING'],257,ABB Schweiz AG,,2019-01-01,2017-11-29
10167886,['Securement Clip For Pipe And Scaffold Engaged Fabric'],024,N/A,N/A,2019-01-01,2017-11-29
10167994,['INSTRUMENT AND SPEAKER LIFT STAND'],248,Randall May International Incorporated,CA,2019-01-01,2017-11-29
D837143,['SOLAR PANEL CLIP FOR IRRIGATION HOSE'],D13,RST Cleantech Ltd,,2019-01-01,2017-11-29
D837252,['DISPLAY SCREEN OR PORTION THEREOF WITH GRAPHICAL USER INTERFACE'],D14,"GrowPath, Inc.",NC,2019-01-01,2017-11-29
D837253,['DISPLAY SCREEN OR PORTION THEREOF WITH GRAPHICAL USER INTERFACE'],D14,"GrowPath, Inc.",NC,2019-01-01,2017-11-29
10166686,"['Portable, self-contained, ready-to-use, sterile enclosure for filling sterile products']",053,N/A,N/A,2019-01-01,2017-11-30
10166157,['WHEELCHAIR FRAME STRUCTURE AND METHOD FOR ADJUSTING WHEELCHAIR'],280,"MIKI HOLDINGS Co.,Ltd",,2019-01-01,2017-11-30
10171263,['Capability Aware Routing'],370,"CISCO TECHNOLOGY, INC.",CA,2019-01-01,2017-11-30
10169383,['METHOD AND SYSTEM FOR SCRUBBING DATA WITHIN A DATA STORAGE SUBSYSTEM'],707,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-30
10168683,['VEHICLE ELECTRONIC RECEPTIONIST FOR COMMUNICATIONS MANAGEMENT'],340,International Business Machines Corporation,NY,2019-01-01,2017-11-30
10169508,['EFFICIENT DEPLOYMENT OF TABLE LOOKUP (TLU) IN AN ENTERPRISE-LEVEL SCALABLE CIRCUIT SIMULATION ARCHITECTURE'],716,International Business Machines Corporation,NY,2019-01-01,2017-11-30
10168602,['PROJECTION OPTICAL SYSTEM AND PROJECTOR'],359,"Konica Minolta, Inc.",,2019-01-01,2017-11-30
10169509,['EFFICIENT DEPLOYMENT OF TABLE LOOKUP (TLU) IN AN ENTERPRISE-LEVEL SCALABLE CIRCUIT SIMULATION ARCHITECTURE'],716,International Business Machines Corporation,NY,2019-01-01,2017-11-30
10170300,['PROTECTIVE FILM FORMING METHOD'],438,Tokyo Electron Limited,,2019-01-01,2017-11-30
10172232,['TAMPER-RESPONDENT ASSEMBLIES WITH ENCLOSURE-TO-BOARD PROTECTION'],340,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2017-11-30
10167959,['RELIEF VALVES AND METHODS FOR INSTALLING THE SAME'],137,SCEPTER US HOLDING COMPANY,OH,2019-01-01,2017-11-30
10168747,['SERVER'],361,INVENTEC (PUDONG) TECHNOLOGY CORPORATION,,2019-01-01,2017-11-30
10167265,['TREATMENT OF PULMONARY AND OTHER CONDITIONS'],514,University of Pittsburgh - Of the Commonwealth Sys,PA,2019-01-01,2017-11-30
10166145,['INTRAOCULAR DRAINAGE DEVICE'],604,"NEW WORLD MEDICAL, INC.",CA,2019-01-01,2017-11-30
10166549,"['METHODS AND APPARATUS FOR THE SELECTION AND/OR PROCESSING OF PARTICLES, IN PARTICULAR FOR THE SELECTIVE AND/OR OPTIMISED LYSIS OF CELLS']",435,Menarini Silicon Biosystems S.p.A.,,2019-01-01,2017-11-30
